CaseID,event
Case2,initialize
Case2,plan
Case2,save
Case2,save
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
Case2,beginpreparations
Case2,prepareexternal
Case2,abortexternal
Case2,finishpreparations
